Name,Year,Month,ArticleCount,CitationCount
"ACM Transactions on Database Systems","1997","June","4","303"
"ACM Transactions on Database Systems","1997","March","3","61"
"ACM Transactions on Database Systems","1997","Sept.","3","344"
"ACM Transactions on Database Systems","1998","Dec.","3","150"
"ACM Transactions on Database Systems","1998","June","3","70"
"ACM Transactions on Database Systems","1998","Sept.","3","162"
"ACM Transactions on Database Systems","1999","Dec.","4","278"
"ACM Transactions on Database Systems","1999","June","3","503"
"ACM Transactions on Database Systems","1999","March","3","78"
"ACM Transactions on Database Systems","1999","Sept.","2","107"
"ACM Transactions on Database Systems","2000","Dec.","3","108"
"ACM Transactions on Database Systems","2000","June","3","235"
"ACM Transactions on Database Systems","2000","Sept.","3","147"
"ACM Transactions on Database Systems","2001","December","2","52"
"ACM Transactions on Database Systems","2001","June","3","234"
"ACM Transactions on Database Systems","2001","March","2","42"
"ACM Transactions on Database Systems","2002","December","3","146"
"ACM Transactions on Database Systems","2002","June","2","173"
"ACM Transactions on Database Systems","2002","March","3","105"
"ACM Transactions on Database Systems","2002","September","3","99"
"ACM Transactions on Database Systems","2003","December","2","59"
"ACM Transactions on Database Systems","2003","June","3","131"
"ACM Transactions on Database Systems","2003","March","3","208"
"ACM Transactions on Database Systems","2003","September","3","96"
"ACM Transactions on Database Systems","2004","December","6","158"
"ACM Transactions on Database Systems","2004","June","5","163"
"ACM Transactions on Database Systems","2004","March","6","253"
"ACM Transactions on Database Systems","2004","September","4","192"
"ACM Transactions on Database Systems","2005","December","6","244"
"ACM Transactions on Database Systems","2005","June","8","646"
"ACM Transactions on Database Systems","2005","March","8","1172"
"ACM Transactions on Database Systems","2005","September","6","108"
"ACM Transactions on Database Systems","2006","December","10","208"
"ACM Transactions on Database Systems","2006","June","7","104"
"ACM Transactions on Database Systems","2006","March","10","437"
"ACM Transactions on Database Systems","2006","October","1","0"
"ACM Transactions on Database Systems","2006","September","11","269"
"ACM Transactions on Database Systems","2007","August","6","205"
"ACM Transactions on Database Systems","2007","June","6","121"
"ACM Transactions on Database Systems","2007","March","7","134"
"ACM Transactions on Database Systems","2007","November","11","160"
"ACM Transactions on Database Systems","2008","August","7","93"
"ACM Transactions on Database Systems","2008","June","7","209"
"ACM Transactions on Database Systems","2008","March","5","147"
"ACM Transactions on Database Systems","2008","November","12","148"
"ACM Transactions on Database Systems","2009","April","7","113"
"ACM Transactions on Database Systems","2009","August","6","239"
"ACM Transactions on Database Systems","2009","June","5","112"
"ACM Transactions on Database Systems","2010","April","8","64"
"ACM Transactions on Database Systems","2010","February","7","153"
"ACM Transactions on Database Systems","2010","July","7","68"
"ACM Transactions on Database Systems","2010","November","7","33"
"ACM Transactions on Database Systems","2011","August","5","146"
"ACM Transactions on Database Systems","2011","December","8","43"
"ACM Transactions on Database Systems","2011","March","7","68"
"ACM Transactions on Database Systems","2011","May","7","51"
"ACM Transactions on Database Systems","2012","August","6","31"
"ACM Transactions on Database Systems","2012","December","9","34"
"ACM Transactions on Database Systems","2012","February","7","28"
"ACM Transactions on Database Systems","2012","May","8","39"
"ACM Transactions on Database Systems","2013","April","7","37"
"ACM Transactions on Database Systems","2013","August","6","16"
"ACM Transactions on Database Systems","2013","June","6","2"
"ACM Transactions on Database Systems","2013","November","9","33"
"ACM Transactions on Database Systems","2013","October","1","0"
"ACM Transactions on Database Systems","2014","December","10","0"
"ACM Transactions on Database Systems","2014","January","9","3"
"ACM Transactions on Database Systems","2014","May","8","13"
"ACM Transactions on Database Systems","2014","September","7","11"
"ACM Transactions on Database Systems","2015","June","8","0"
"ACM Transactions on Database Systems","2015","March","6","4"
"ACM Transactions on Database Systems","2015","October","6","0"
"ACM Transactions on Database Systems","2016","February","6","0"
"ACM Transactions on Database Systems","2016","March","7","0"
